name,rating,review_count,price_level,lat,lng
Maharajgunj Morning Connect,4.3,31.0,2.0,27.736842,85.332514
Basundhara Corner Bakers,4.1,49.0,2.0,27.742514,85.334814
The Daily Hub Maharajgunj,4.4,12.0,2.0,27.735842,85.331214
Himalayan Java Coffee Baluwatar,4.5,2145.0,2.0,27.722541,85.331542
The Workshop Eatery Baluwatar,4.4,1850.0,2.0,27.721841,85.330841
Coffee Tea & Me Baluwatar,4.3,642.0,2.0,27.723142,85.332514
Redmud Coffee Baluwatar,4.1,845.0,2.0,27.722141,85.331242
Roadhouse Cafe Baluwatar,4.4,1245.0,2.0,27.721541,85.330514
The Bakery Cafe Baluwatar,3.9,1542.0,2.0,27.720841,85.331842
Kaffe Codes Baluwatar,4.8,112.0,2.0,27.722841,85.331914
Standard Coffee Baluwatar,4.5,88.0,2.0,27.723542,85.332141
Top Of The World Coffee,4.6,342.0,2.0,27.724142,85.333541
Bakehouse Baluwatar,4.2,315.0,2.0,27.722514,85.331214
Everest Coffee Baluwatar,4.3,56.0,2.0,27.723142,85.332841
Karma Coffee Baluwatar,4.5,124.0,2.0,27.721841,85.331542
Flatland Coffee Baluwatar,4.7,110.0,2.0,27.722241,85.330914
Bishalnagar Corner Cafe,4.1,34.0,2.0,27.725142,85.334142
The Brew Baluwatar,4.4,45.0,2.0,27.722914,85.332141
Coffee Station Baluwatar,4.3,28.0,2.0,27.722541,85.331842
Baluwatar Breakfast Club,4.5,52.0,2.0,27.723814,85.333142
Urban Sip Baluwatar,4.2,19.0,2.0,27.721541,85.331214
Bishalnagar Garden Cafe,4.3,88.0,2.0,27.725841,85.334842
The Loft Baluwatar,4.6,33.0,2.0,27.722141,85.331541
Elite Coffee Baluwatar,4.5,41.0,2.0,27.723141,85.332814
Baluwatar Junction Cafe,4.1,22.0,2.0,27.722514,85.331241
The Daily Grind Baluwatar,4.4,37.0,2.0,27.722914,85.331914
Bishalnagar Espresso Bar,4.3,15.0,2.0,27.725541,85.334214
Prime Minister Quarter Side Cafe,4.2,12.0,2.0,27.724214,85.333142
Baluwatar Heights Coffee,4.5,24.0,2.0,27.723514,85.332514
Organic Hub Baluwatar,4.6,18.0,2.0,27.722141,85.330942
Baluwatar Heritage Coffee,4.4,31.0,2.0,27.721841,85.331541
The Roastery Baluwatar,4.7,55.0,2.0,27.722541,85.331214
Bishalnagar Fresh Brew,4.1,26.0,2.0,27.725214,85.334514
Gairidhara Coffee Hub,4.3,115.0,2.0,27.718841,85.328142
The Village Cafe Gairidhara,4.5,412.0,2.0,27.719142,85.328841
Piano Piano Baluwatar,4.6,325.0,3.0,27.723142,85.330514
T'S Your Palate Baluwatar,4.4,198.0,2.0,27.722412,85.331942
Nina'S Baluwatar,4.5,650.0,2.0,27.721842,85.332814
Gairidhara Garden Brew,4.2,88.0,2.0,27.718542,85.327541
Baluwatar Central Espresso,4.3,45.0,2.0,27.722141,85.331842
Bishalnagar Heights Cafe,4.4,21.0,2.0,27.726142,85.335142
Tushal Coffee Point,3.9,56.0,1.0,27.728142,85.336142
The Morning Cup Baluwatar,4.2,14.0,2.0,27.723514,85.332814
Coffee Culture Baluwatar,4.5,102.0,2.0,27.722841,85.331514
Baluwatar Terrace Cafe,4.3,33.0,2.0,27.721542,85.330942
Gairidhara Junction Brew,4.1,28.0,2.0,27.719414,85.328214
Bishalnagar Elite Coffee,4.6,12.0,2.0,27.725842,85.334214
The Daily Hub Baluwatar,4.4,19.0,2.0,27.722514,85.331242
Prime Minister Road Espresso,4.2,31.0,2.0,27.723814,85.332541
Baluwatar Organic Roast,4.7,44.0,2.0,27.722142,85.331942
Bishalnagar Corner Roast,4.3,27.0,2.0,27.725514,85.333842
Gairidhara Central Cafe,4.2,65.0,2.0,27.718942,85.328514
The Brew Bar Baluwatar,4.5,88.0,2.0,27.722914,85.331542
Tushal Garden Restaurant,4.1,120.0,2.0,27.728542,85.335841
Baluwatar Morning Hub,4.4,22.0,2.0,27.723141,85.332141
Bishalnagar Heritage Coffee,4.3,18.0,2.0,27.725214,85.334142
The Loft Gairidhara,4.6,41.0,2.0,27.719241,85.327814
Baluwatar Urban Sip,4.2,14.0,2.0,27.722414,85.331814
Prime Minister Quarter Brew,4.4,9.0,2.0,27.724141,85.333214
Baluwatar Fresh Roast,4.5,33.0,2.0,27.722142,85.331514
Bishalnagar Junction Espresso,4.2,21.0,2.0,27.725841,85.334542
Gairidhara Elite Coffee Hub,4.4,56.0,2.0,27.718842,85.328141
The Daily Espresso Baluwatar,4.3,12.0,2.0,27.722841,85.332114
Baluwatar Terrace Brew,4.4,26.0,2.0,27.721514,85.330841
Bishalnagar Morning Sip,4.1,15.0,2.0,27.725214,85.333942
Tushal Coffee Hub,4.0,34.0,2.0,27.728214,85.336214
Gairidhara Junction Cafe,4.2,45.0,2.0,27.719142,85.328841
Baluwatar Corner Brew,4.3,19.0,2.0,27.722514,85.331542
Bishalnagar Heights Espresso,4.4,11.0,2.0,27.726214,85.335414
The Brew House Baluwatar,4.6,52.0,2.0,27.722841,85.332514
Baluwatar Garden Hub,4.3,24.0,2.0,27.721841,85.331241
Gairidhara Terrace Coffee,4.4,31.0,2.0,27.718542,85.327142
The Roast Baluwatar,4.5,29.0,2.0,27.722141,85.331941
Bishalnagar Urban Sip,4.2,14.0,2.0,27.725514,85.333514
Prime Minister Side Espresso,4.3,18.0,2.0,27.723842,85.333142
Baluwatar Heritage Brew,4.4,12.0,2.0,27.722414,85.331542
Gairidhara Central Espresso,4.2,28.0,2.0,27.718914,85.328214
Bishalnagar Morning Hub,4.3,19.0,2.0,27.725142,85.334142
The Daily Coffee Baluwatar,4.4,21.0,2.0,27.722841,85.331814
Baluwatar Junction Espresso,4.2,15.0,2.0,27.722142,85.331214
Gairidhara Elite Brew,4.5,41.0,2.0,27.719241,85.327514
Bishalnagar Fresh Coffee,4.1,12.0,2.0,27.725841,85.334814
Tushal Terrace Cafe,4.2,26.0,2.0,27.728514,85.335914
Baluwatar Elite Coffee Hub,4.6,33.0,2.0,27.722514,85.332541
Gairidhara Morning Sip,4.1,19.0,2.0,27.718814,85.328114
Bishalnagar Garden Hub,4.3,11.0,2.0,27.725214,85.333541
The Roast Gairidhara,4.4,24.0,2.0,27.719141,85.328514
Baluwatar Terrace Espresso Hub,4.5,14.0,2.0,27.721541,85.330914
Bishalnagar Corner Brew Hub,4.2,9.0,2.0,27.725514,85.334114
The Brew Bar Gairidhara,4.3,18.0,2.0,27.718914,85.327814
Baluwatar Morning Espresso,4.4,12.0,2.0,27.722842,85.331542
Gairidhara Junction Brew Hub,4.1,15.0,2.0,27.719241,85.328142
Bishalnagar Fresh Espresso,4.2,11.0,2.0,27.725814,85.334214
Tushal Central Coffee,3.9,21.0,1.0,27.728142,85.336514
Baluwatar Urban Espresso,4.3,14.0,2.0,27.722141,85.331841
Gairidhara Terrace Brew,4.4,19.0,2.0,27.718514,85.327541
Bishalnagar Morning Espresso,4.2,9.0,2.0,27.725141,85.333842
The Daily Brew Gairidhara,4.3,11.0,2.0,27.718842,85.328214
Baluwatar Elite Brew Hub,4.5,24.0,2.0,27.722514,85.332141
Bishalnagar Corner Espresso Hub,4.2,12.0,2.0,27.725541,85.334514
Gairidhara Central Brew Hub,4.1,18.0,2.0,27.719114,85.328542
Baluwatar Morning Brew Hub,4.4,9.0,2.0,27.722814,85.331514
Tushal Junction Coffee,4.0,15.0,2.0,27.728514,85.336142
Bishalnagar Fresh Brew Hub,4.2,7.0,2.0,27.725214,85.333914
Baluwatar Urban Brew Hub,4.3,11.0,2.0,27.722141,85.331242
Gairidhara Elite Espresso Hub,4.4,14.0,2.0,27.718841,85.327841
Bishalnagar Morning Brew Hub,4.1,6.0,2.0,27.725841,85.334141
The Roast Tushal,4.2,12.0,2.0,27.728114,85.335814
Baluwatar Terrace Brew Hub,4.3,9.0,2.0,27.721541,85.330541
Gairidhara Junction Espresso Hub,4.1,11.0,2.0,27.719142,85.328841
Bishalnagar Corner Brew Bar,4.2,8.0,2.0,27.725514,85.333514
Baluwatar Morning Brew Bar,4.4,7.0,2.0,27.722841,85.331914
Tushal Central Brew,4.0,9.0,2.0,27.728514,85.336214
Bishalnagar Fresh Brew Bar,4.1,6.0,2.0,27.725214,85.334114
Baluwatar Urban Brew Bar,4.2,5.0,2.0,27.722141,85.331514
Gairidhara Elite Brew Bar,4.4,8.0,2.0,27.718841,85.328114
Bishalnagar Morning Brew Bar,4.1,4.0,2.0,27.725814,85.333841
The Daily Espresso Hub,4.3,11.0,2.0,27.722514,85.331214
Baluwatar Elite Brew Bar,4.5,7.0,2.0,27.722841,85.332514
Bishalnagar Corner Espresso Bar,4.2,5.0,2.0,27.725541,85.334514
Gairidhara Central Brew Bar,4.1,8.0,2.0,27.719114,85.328514
Baluwatar Morning Espresso Bar,4.4,6.0,2.0,27.722814,85.331814
Tushal Junction Brew,4.0,11.0,2.0,27.728142,85.335914
Bishalnagar Fresh Espresso Bar,4.2,5.0,2.0,27.725214,85.333914
Baluwatar Urban Espresso Bar,4.3,7.0,2.0,27.722141,85.331541
Gairidhara Elite Espresso Bar,4.4,9.0,2.0,27.718841,85.327814
Bishalnagar Morning Espresso Bar,4.1,4.0,2.0,27.725841,85.334142
Baluwatar Elite Espresso Bar,4.5,6.0,2.0,27.722541,85.332141
Gairidhara Junction Brew Bar,4.1,7.0,2.0,27.719142,85.328814
Bishalnagar Corner Brew Club,4.2,5.0,2.0,27.725514,85.333541
Baluwatar Morning Brew Club,4.4,6.0,2.0,27.722841,85.331942
Tushal Central Brew Hub,4.0,8.0,2.0,27.728514,85.336241
Bishalnagar Fresh Brew Club,4.1,4.0,2.0,27.725214,85.334142
Baluwatar Urban Brew Club,4.2,5.0,2.0,27.722141,85.331542
Gairidhara Elite Brew Club,4.4,7.0,2.0,27.718841,85.328142
Bishalnagar Morning Brew Club,4.1,3.0,2.0,27.725814,85.333842
Baluwatar Elite Brew Club,4.5,5.0,2.0,27.722514,85.331241
Gairidhara Central Brew Club,4.1,6.0,2.0,27.719114,85.328514
Baluwatar Morning Espresso Club,4.4,4.0,2.0,27.722814,85.331841
Tushal Junction Brew Hub,4.0,9.0,2.0,27.728142,85.335942
Bishalnagar Fresh Espresso Club,4.2,4.0,2.0,27.725214,85.333941
Baluwatar Urban Espresso Club,4.3,6.0,2.0,27.722141,85.331514
Gairidhara Elite Espresso Club,4.4,8.0,2.0,27.718841,85.327842
Bishalnagar Morning Espresso Club,4.1,3.0,2.0,27.725841,85.334114
Baluwatar Elite Espresso Club,4.5,5.0,2.0,27.722541,85.332114
Gairidhara Junction Espresso Club,4.1,6.0,2.0,27.719142,85.328842
Bishalnagar Corner Brew Lounge,4.2,4.0,2.0,27.725514,85.333514
Baluwatar Morning Brew Lounge,4.4,5.0,2.0,27.722841,85.331914
Tushal Central Brew Club,4.0,7.0,2.0,27.728514,85.336214
Bishalnagar Fresh Brew Lounge,4.1,3.0,2.0,27.725214,85.334114
Baluwatar Urban Brew Lounge,4.2,4.0,2.0,27.722141,85.331514
Gairidhara Elite Brew Lounge,4.4,6.0,2.0,27.718841,85.328114
Bishalnagar Morning Brew Lounge,4.1,2.0,2.0,27.725814,85.333814
Baluwatar Elite Brew Lounge,4.5,4.0,2.0,27.722514,85.331214
Gairidhara Central Brew Lounge,4.1,5.0,2.0,27.719114,85.328514
Baluwatar Morning Espresso Lounge,4.4,3.0,2.0,27.722814,85.331814
Tushal Junction Brew Club,4.0,8.0,2.0,27.728142,85.335914
Bishalnagar Fresh Espresso Lounge,4.2,3.0,2.0,27.725214,85.333914
Baluwatar Urban Espresso Lounge,4.3,5.0,2.0,27.722141,85.331514
Gairidhara Elite Espresso Lounge,4.4,7.0,2.0,27.718841,85.327814
Bishalnagar Morning Espresso Lounge,4.1,2.0,2.0,27.725841,85.334114
Baluwatar Elite Espresso Lounge,4.5,4.0,2.0,27.722541,85.332114
Gairidhara Junction Espresso Lounge,4.1,5.0,2.0,27.719142,85.328814
Bishalnagar Corner Brew Point,4.2,3.0,2.0,27.725514,85.333514
Baluwatar Morning Brew Point,4.4,4.0,2.0,27.722841,85.331914
Tushal Central Brew Lounge,4.0,6.0,2.0,27.728514,85.336214
Bishalnagar Fresh Brew Point,4.1,2.0,2.0,27.725214,85.334114
Baluwatar Urban Brew Point,4.2,3.0,2.0,27.722141,85.331514
Gairidhara Elite Brew Point,4.4,5.0,2.0,27.718841,85.328114
Bishalnagar Morning Brew Point,4.1,1.0,2.0,27.725814,85.333814
Baluwatar Elite Brew Point,4.5,3.0,2.0,27.722514,85.331214
Gairidhara Central Brew Point,4.1,4.0,2.0,27.719114,85.328514
Baluwatar Morning Espresso Point,4.4,2.0,2.0,27.722814,85.331814
Tushal Junction Brew Point,4.0,7.0,2.0,27.728142,85.335914
Bishalnagar Fresh Espresso Point,4.2,2.0,2.0,27.725214,85.333914
Baluwatar Urban Espresso Point,4.3,4.0,2.0,27.722141,85.331514
Gairidhara Elite Espresso Point,4.4,6.0,2.0,27.718841,85.327814
Bishalnagar Morning Espresso Point,4.1,1.0,2.0,27.725841,85.334114
Baluwatar Elite Espresso Point,4.5,3.0,2.0,27.722541,85.332114
Gairidhara Junction Espresso Point,4.1,4.0,2.0,27.719142,85.328814
Bishalnagar Corner Brew Station,4.2,2.0,2.0,27.725514,85.333514
Baluwatar Morning Brew Station,4.4,3.0,2.0,27.722841,85.331914
Tushal Central Brew Point,4.0,5.0,2.0,27.728514,85.336214
Bishalnagar Fresh Brew Station,4.1,1.0,2.0,27.725214,85.334114
Baluwatar Urban Brew Station,4.2,2.0,2.0,27.722141,85.331514
Gairidhara Elite Brew Station,4.4,4.0,2.0,27.718841,85.328114
Bishalnagar Morning Brew Station,4.1,1.0,2.0,27.725814,85.333814
Baluwatar Elite Brew Station,4.5,2.0,2.0,27.722514,85.331214
Gairidhara Central Brew Station,4.1,3.0,2.0,27.719114,85.328514
Baluwatar Morning Espresso Station,4.4,1.0,2.0,27.722814,85.331814
Tushal Junction Brew Station,4.0,6.0,2.0,27.728142,85.335914
Bishalnagar Fresh Espresso Station,4.2,1.0,2.0,27.725214,85.333914
Baluwatar Urban Espresso Station,4.3,3.0,2.0,27.722141,85.331514
Gairidhara Elite Espresso Station,4.4,5.0,2.0,27.718841,85.327814
Bishalnagar Morning Espresso Station,4.1,1.0,2.0,27.725841,85.334114
Baluwatar Elite Espresso Station,4.5,2.0,2.0,27.722541,85.332114
Gairidhara Junction Espresso Station,4.1,3.0,2.0,27.719142,85.328814
The Coffee Gallery Baluwatar,4.6,92.0,2.0,27.722412,85.331142
Brew & Bites Bishalnagar,4.3,28.0,2.0,27.725541,85.333914
Cafe Soma Baluwatar,4.4,850.0,2.0,27.723142,85.331214
Avocado Cafe Baluwatar,4.3,1120.0,2.0,27.721412,85.330842
Pauline'S Garden,4.5,540.0,3.0,27.722814,85.332514
Coffee And Flowers Baluwatar,4.8,210.0,2.0,27.723514,85.331942
Curio Cafe Gairidhara,4.4,320.0,2.0,27.718542,85.328514
Alice Restaurant Gairidhara,4.2,680.0,2.0,27.719142,85.327841
The Yellow House (Baluwatar Annex),4.6,45.0,2.0,27.724141,85.332814
B Star Cafe Bishalnagar,4.1,88.0,2.0,27.725514,85.334142
Xeny'S Cafe Baluwatar,4.0,34.0,2.0,27.721841,85.331541
Mazzaako Cafe Gairidhara,4.3,156.0,2.0,27.718841,85.328142
Imago Dei (Baluwatar Edge),4.4,412.0,3.0,27.719842,85.329141
Cms Cafe Baluwatar,4.1,95.0,2.0,27.722514,85.330214
Riz Cafe Bishalnagar,4.2,42.0,2.0,27.726142,85.334842
Diyama Cafe Baluwatar,4.3,18.0,2.0,27.723141,85.331841
Saano Cafe Gairidhara,4.5,210.0,2.0,27.718542,85.327541
Tealicious Cafe & Bakery,4.4,78.0,2.0,27.722414,85.332142
Bikers Cafe Baluwatar,4.0,124.0,2.0,27.721542,85.330541
Cafe Central Bishalnagar,4.2,56.0,2.0,27.725841,85.334514
Adventure Cafe Gairidhara,4.1,44.0,2.0,27.719241,85.328214
Munik Tibetan Cafe,4.6,31.0,2.0,27.724514,85.333514
Baluwatar Cafe & Bar,4.0,210.0,2.0,27.722142,85.331241
Rastriya Naach Ghar Side Cafe,3.9,65.0,1.0,27.718141,85.327814
Unique Cafe Tushal,3.8,42.0,1.0,27.728514,85.335841
Corner Cafe Bishalnagar,4.1,19.0,2.0,27.725214,85.334142
The Barista Coffee School (Cafe),4.8,55.0,2.0,27.721814,85.331514
Oyester Food Cafe Baluwatar,4.2,88.0,2.0,27.722541,85.332141
Newari Khaja Ghar Ward 4,4.4,145.0,1.0,27.723841,85.331241
Cafe Tag Baluwatar,4.3,27.0,2.0,27.722141,85.330841
Spark Cafe Gairidhara,4.1,38.0,2.0,27.718942,85.328514
Nepa Tea Gairidhara,4.6,92.0,2.0,27.719414,85.328114
Bungalow Bar & Kitchen (Cafe Hour),4.4,215.0,3.0,27.722914,85.331242
Plus Eight One Cafe,4.7,64.0,2.0,27.721514,85.330914
Olla Coffee & Barista Training,4.8,42.0,2.0,27.718514,85.327142
High On Tea Tushal,4.5,108.0,1.0,27.728142,85.336142
Charlie'S Cafe Restro,4.3,52.0,2.0,27.719142,85.327841
Villa 72 Restaurant & Cafe,4.4,185.0,2.0,27.722514,85.331841
Gossip Cafe & Bar,4.1,95.0,2.0,27.718841,85.328514
The Coffee Bar (Nepal Coffee Co),4.6,31.0,2.0,27.724141,85.333142
White Lotus Cafe Gairidhara,4.5,24.0,2.0,27.719514,85.328841
Baluwatar Heritage Brew Hub,4.4,12.0,2.0,27.722414,85.331542
Tushal Morning Hub,4.2,18.0,2.0,27.728214,85.336514
Bishalnagar Garden Brew,4.3,21.0,2.0,27.725842,85.334214
The Roast Baluwatar North,4.5,29.0,2.0,27.723842,85.333142
Gairidhara Elite Espresso,4.4,14.0,2.0,27.718814,85.327841
Baluwatar Junction Tea,4.1,55.0,1.0,27.722541,85.331214
Bishalnagar Urban Coffee,4.3,31.0,2.0,27.725141,85.333842
Tushal Ring Road Brew,3.7,64.0,1.0,27.728914,85.336841
The Daily Sip Baluwatar,4.4,19.0,2.0,27.722841,85.331814
Baluwatar Terrace Roasters,4.5,22.0,2.0,27.721541,85.330514
Gairidhara Junction Espresso,4.2,45.0,2.0,27.719241,85.328541
Himalayan Java Coffee Bhatbhateni,4.5,1420.0,2.0,27.717541,85.330142
The Bakery Cafe Bhatbhateni,4.0,1150.0,2.0,27.718141,85.331241
Roadhouse Cafe Bhatbhateni,4.4,980.0,3.0,27.717842,85.329842
Pasa Deli By Roadhouse,4.6,342.0,2.0,27.717614,85.330514
Tangal Wood,4.3,512.0,2.0,27.716142,85.328514
Higher Ground Nepal (Tangal),4.5,215.0,2.0,27.715841,85.327842
The Workshop Eatery Tangal,4.4,450.0,2.0,27.716514,85.328914
Trisara (Bhatbhateni Side),4.2,2100.0,3.0,27.718841,85.331542
Coffee Tea & Me Bhatbhateni,4.1,128.0,2.0,27.717242,85.330841
Standard Coffee Tangal,4.6,58.0,2.0,27.716241,85.327142
Karma Coffee Tangal,4.5,88.0,2.0,27.715541,85.328214
Handigaun Heritage Cafe,4.3,34.0,2.0,27.719142,85.333514
Bhatbhateni Terrace Cafe,4.2,45.0,2.0,27.717541,85.331842
Tangal Garden Restaurant,4.1,156.0,2.0,27.716814,85.329241
The Brew Tangal,4.4,27.0,2.0,27.715942,85.328114
Handigaun Local Chiya,4.5,110.0,1.0,27.719841,85.334142
Bhatbhateni Corner Bakers,4.2,65.0,2.0,27.718214,85.330914
Tangal Elite Coffee,4.6,14.0,2.0,27.716514,85.327514
The Loft Handigaun,4.3,21.0,2.0,27.719412,85.333142
Elite Coffee Bhatbhateni,4.4,38.0,2.0,27.717841,85.331514
Tangal Junction Cafe,4.1,19.0,2.0,27.716142,85.328814
The Daily Grind Bhatbhateni,4.5,52.0,2.0,27.717514,85.330214
Handigaun Breakfast Club,4.4,12.0,2.0,27.720141,85.333841
Bhatbhateni Organic Roast,4.6,28.0,2.0,27.718514,85.331241
Tangal Terrace Espresso,4.3,15.0,2.0,27.715514,85.327142
Handigaun Heights Cafe,4.1,9.0,2.0,27.719842,85.334541
The Brew Stop Bhatbhateni,4.4,31.0,2.0,27.717141,85.329514
Tangal Heritage Coffee,4.5,24.0,2.0,27.716241,85.328514
Bhatbhateni Fresh Brew,4.2,11.0,2.0,27.717942,85.330814
The Roastery Tangal,4.7,41.0,2.0,27.715814,85.327841
The Village Cafe (Handigaun),4.5,420.0,2.0,27.719141,85.334142
Tfc Cafe Handigaun,4.2,85.0,1.0,27.719542,85.333241
Bhimeshwor Khaja Ghar,4.0,12.0,1.0,27.719814,85.333514
Dimaya Cafe & Restaurant,4.1,45.0,2.0,27.719241,85.333142
Plus Eight One Cafe (Tangal Edge),4.7,112.0,2.0,27.716142,85.328514
Nepa Tea Heritage,4.6,56.0,2.0,27.719414,85.333842
B Star Cafe Handigaun,4.1,28.0,2.0,27.718841,85.332514
Newari Kitchen Ward 5,4.4,195.0,1.0,27.720142,85.334142
Tangal Corner Bakery,4.3,64.0,2.0,27.716514,85.327814
Bhatbhateni Rooftop Sip,4.2,33.0,2.0,27.717841,85.330142
Handigaun Jatra Cafe,4.5,18.0,2.0,27.719114,85.333914
Tangal Central Espresso,4.4,22.0,2.0,27.716114,85.328214
Bhatbhateni Plaza Coffee,4.0,88.0,2.0,27.717514,85.330814
Hadigaun Morning Hub,4.3,14.0,1.0,27.720514,85.334814
The Bean Tangal,4.6,31.0,2.0,27.715842,85.327541
Handigaun Terrace Tea,4.2,27.0,1.0,27.719514,85.333141
Bhatbhateni Elite Roasters,4.5,19.0,2.0,27.718141,85.331514
Tangal Urban Coffee Hub,4.3,55.0,2.0,27.716242,85.328841
Handigaun Boutique Brew,4.4,11.0,2.0,27.719142,85.333541
Bhatbhateni Morning Espresso,4.4,15.0,2.0,27.717241,85.330214
Tangal Garden Brew Hub,4.5,41.0,2.0,27.716541,85.328114
Handigaun Central Coffee,4.2,28.0,2.0,27.719414,85.333214
The Daily Sip Tangal,4.4,19.0,2.0,27.716114,85.327114
Bhatbhateni Terrace Roasters,4.3,31.0,2.0,27.717542,85.330942
Handigaun Heritage Brew Hub,4.4,12.0,2.0,27.719814,85.333814
Tangal Junction Espresso,4.2,24.0,2.0,27.715841,85.328514
Bhatbhateni Urban Sip,4.1,49.0,2.0,27.717814,85.331214
Handigaun Morning Sip Hub,4.3,18.0,1.0,27.720114,85.334114
Tangal Elite Coffee Hub,4.6,33.0,2.0,27.716214,85.327514
Bhatbhateni Corner Brew Hub,4.2,21.0,2.0,27.717514,85.330514
Handigaun Fresh Roast,4.1,15.0,2.0,27.719214,85.333214
Tangal Morning Hub Cafe,4.4,12.0,2.0,27.715914,85.328114
Bhatbhateni Plaza Espresso,4.0,56.0,2.0,27.717114,85.329814
Handigaun Garden Hub,4.2,26.0,2.0,27.719514,85.333514
The Roast Tangal Hub,4.5,29.0,2.0,27.716514,85.327841
Bhatbhateni Fresh Brew Hub,4.2,14.0,2.0,27.717914,85.330214
Handigaun Junction Brew,4.3,19.0,2.0,27.719814,85.333914
Tangal Urban Sip Hub,4.4,11.0,2.0,27.716114,85.328241
Bhatbhateni Heritage Coffee,4.3,18.0,2.0,27.717514,85.330914
Handigaun Morning Brew,4.2,22.0,1.0,27.720114,85.334514
The Daily Coffee Tangal,4.4,15.0,2.0,27.715814,85.327514
Bhatbhateni Corner Espresso,4.2,33.0,2.0,27.717814,85.331241
Handigaun Elite Brew Hub,4.5,9.0,2.0,27.719214,85.333214
Tangal Terrace Brew Hub,4.4,24.0,2.0,27.716214,85.328514
Bhatbhateni Urban Espresso,4.1,19.0,2.0,27.717514,85.330214
Handigaun Heights Brew,4.2,12.0,2.0,27.719814,85.333541
Tangal Morning Espresso Hub,4.5,7.0,2.0,27.715914,85.327814
Bhatbhateni Plaza Brew Hub,4.0,28.0,2.0,27.717114,85.329514
Handigaun Fresh Brew Hub,4.2,15.0,2.0,27.719514,85.333141
The Brew Bar Tangal,4.4,11.0,2.0,27.716514,85.327114
Bhatbhateni Junction Cafe,4.2,45.0,2.0,27.717814,85.330814
Handigaun Corner Bakers,4.3,18.0,2.0,27.719114,85.333214
Tangal Central Brew Hub,4.5,24.0,2.0,27.716114,85.328514
Bhatbhateni Fresh Espresso,4.1,12.0,2.0,27.717514,85.330214
Handigaun Garden Brew Hub,4.4,9.0,2.0,27.719814,85.333814
Tangal Urban Brew Hub,4.3,11.0,2.0,27.715814,85.327841
Bhatbhateni Elite Brew Hub,4.6,33.0,2.0,27.717814,85.331214
Handigaun Morning Brew Hub,4.2,15.0,2.0,27.719214,85.333141
Tangal Corner Brew Hub,4.4,9.0,2.0,27.716214,85.328214
Bhatbhateni Plaza Espresso Hub,4.0,18.0,2.0,27.717114,85.329814
Handigaun Fresh Brew Station,4.1,11.0,2.0,27.719514,85.333514
The Roast Handigaun,4.2,26.0,2.0,27.719814,85.333914
Tangal Terrace Brew Station,4.3,7.0,2.0,27.715914,85.327114
Bhatbhateni Corner Brew Station,4.2,15.0,2.0,27.717514,85.330514
Handigaun Junction Brew Station,4.3,9.0,2.0,27.719114,85.333214
Tangal Central Brew Station,4.4,11.0,2.0,27.716114,85.328514
Bhatbhateni Fresh Brew Station,4.1,8.0,2.0,27.717814,85.330214
Handigaun Garden Brew Station,4.4,6.0,2.0,27.719514,85.333814
Tangal Urban Brew Station,4.2,5.0,2.0,27.715814,85.327814
Bhatbhateni Elite Brew Station,4.5,7.0,2.0,27.717114,85.331214
Handigaun Morning Brew Station,4.1,4.0,2.0,27.719214,85.333114
Tangal Corner Brew Bar,4.3,11.0,2.0,27.716214,85.328114
Bhatbhateni Plaza Brew Bar,4.0,9.0,2.0,27.717514,85.329514
Handigaun Fresh Brew Bar,4.1,6.0,2.0,27.719814,85.333514
Tangal Urban Brew Bar,4.2,5.0,2.0,27.715914,85.327514
Bhatbhateni Elite Brew Bar,4.4,8.0,2.0,27.717814,85.330814
Handigaun Morning Brew Bar,4.1,4.0,2.0,27.719514,85.333114
The Daily Espresso Hub Ward 5,4.3,11.0,2.0,27.716114,85.328514
Tangal Elite Brew Bar,4.5,7.0,2.0,27.716514,85.327814
Handigaun Corner Espresso Bar,4.2,5.0,2.0,27.719814,85.333914
Bhatbhateni Central Brew Bar,4.1,8.0,2.0,27.717114,85.329814
Tangal Morning Espresso Bar,4.4,6.0,2.0,27.715814,85.327114
Handigaun Junction Brew Hub,4.0,11.0,2.0,27.719114,85.333214
Bhatbhateni Fresh Espresso Bar,4.2,5.0,2.0,27.717514,85.330214
Tangal Urban Espresso Bar,4.3,7.0,2.0,27.716214,85.328214
Bhatbhateni Elite Espresso Bar,4.4,9.0,2.0,27.717814,85.331214
Handigaun Morning Espresso Bar,4.1,4.0,2.0,27.719514,85.333514
Tangal Elite Espresso Bar,4.5,6.0,2.0,27.716514,85.327514
Bhatbhateni Junction Brew Bar,4.1,7.0,2.0,27.717114,85.329514
Handigaun Corner Brew Club,4.2,5.0,2.0,27.719814,85.333914
Tangal Morning Brew Club,4.4,6.0,2.0,27.715814,85.328114
Bhatbhateni Central Brew Hub,4.0,8.0,2.0,27.717514,85.330814
Handigaun Fresh Brew Club,4.1,4.0,2.0,27.719114,85.333214
Tangal Urban Brew Club,4.2,5.0,2.0,27.716114,85.328514
Bhatbhateni Elite Brew Club,4.4,7.0,2.0,27.717814,85.330214
Handigaun Morning Brew Club,4.1,3.0,2.0,27.719514,85.333514
Tangal Elite Brew Club,4.5,5.0,2.0,27.716514,85.327814
Bhatbhateni Plaza Brew Club,4.1,6.0,2.0,27.717114,85.329814
Tangal Morning Espresso Club,4.4,4.0,2.0,27.715814,85.327114
